Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Alberta","Edmonton Centre/Edmonton-Centre","48014","Kat Yaki Independent/Indépendant","Calgary, Alta./ Alb.","Homemaker/Maîtresse de maison",163,.3,,
"Alberta","Edmonton Griesbach","48015","Kerry Diotte Conservative/Conservateur","Edmonton, Alta./ Alb.","Communications consultant/Consultant en communications",19157,40,      2848,   5.9
"Alberta","Edmonton Griesbach","48015","Janis Irwin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Curriculum Manager/Gestionnaire de programme",16309,34,,
"Alberta","Edmonton Griesbach","48015","Brian Gold Liberal/Libéral","Spruce Grove, Alta./ Alb.","Business Consultant/Conseiller en affaires",10397,21.7,,
"Alberta","Edmonton Griesbach","48015","Heather Workman Green Party/Parti Vert","Edmonton, Alta./ Alb.","Artist/Artiste",1129,2.4,,
"Alberta","Edmonton Griesbach","48015","Maryna Goncharenko Libertarian/Libertarien","Edmonton, Alta./ Alb.","Procurement Supervisor/Superviseure, approvisionnement",415,.9,,
"Alberta","Edmonton Griesbach","48015","Linda Northcott Radical Marijuana/Radical Marijuana","Edmonton, Alta./ Alb.","Disabled/Handicapée",279,.6,,
"Alberta","Edmonton Griesbach","48015","Bun Bun Thompson Rhinoceros/Rhinocéros","Edmonton, Alta./ Alb.","Teacher/Enseignant",144,.3,,
"Alberta","Edmonton Griesbach","48015","Mary Joyce Marxist-Leninist/Marxiste-Léniniste","Edmonton, Alta./ Alb.","Artist/Artiste",112,.2,,
"Alberta","Edmonton Manning","48016","Ziad Aboultaif Conservative/Conservateur","Edmonton, Alta./ Alb.","Business Owner / Self-employed/Propriétaire d'enterprise /Travailleur indépendant",22166,45.2,      8657,  17.7
"Alberta","Edmonton Manning","48016","Sukhdev Aujla Liberal/Libéral","Edmonton, Alta./ Alb.","Retired/Retraité",13509,27.6,,
"Alberta","Edmonton Manning","48016","Aaron Paquette NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Artist/Artiste",11582,23.6,,
"Alberta","Edmonton Manning","48016","Chris Vallee Green Party/Parti Vert","Edmonton, Alta./ Alb.","Electrician/Électricien",1079,2.2,,
"Alberta","Edmonton Manning","48016","Mebreate Deres Independent/Indépendant","Spruce Grove, Alta./ Alb.","Nursing Aide and Social Worker/Aide-infirmière et intervenante sociale",540,1.1,,
"Alberta","Edmonton Manning","48016","André Vachon Marxist-Leninist/Marxiste-Léniniste","Calgary, Alta./ Alb.","Construction Worker/Travailleur de la construction",125,.3,,
"Alberta","Edmonton Mill Woods","48017","Amarjeet Sohi Liberal/Libéral","Edmonton, Alta./ Alb.","City Councillor/Conseiller municipal",20423,41.2,        92,   0.2
"Alberta","Edmonton Mill Woods","48017","Tim Uppal ** Conservative/Conservateur","Edmonton, Alta./ Alb.","Parliamentarian/Parlementaire",20331,41.1,,
"Alberta","Edmonton Mill Woods","48017","Jasvir Deol NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Insurance Broker/Courtier d'assurances",6330,12.8,,
"Alberta","Edmonton Mill Woods","48017","Ralph McLean Green Party/Parti Vert","Edmonton, Alta./ Alb.","Health and Safety Advisor/Conseiller en santé et sécurité",1096,2.2,,
"Alberta","Edmonton Mill Woods","48017","Colin Stubbs Independent/Indépendant","Edmonton, Alta./ Alb.","Carpenter/Charpentier",560,1.1,,
"Alberta","Edmonton Mill Woods","48017","Allen K.W. Paley Libertarian/Libertarien","Frog Lake, Alta./ Alb.","Petro-technical specialist/Spécialiste de Petro-technique",396,.8,,
"Alberta","Edmonton Mill Woods","48017","Peter Downing Christian Heritage Party/Parti de l'Héritage Chrétien","Edmonton, Alta./ Alb.","Financial Representative/Conseilleur financier",285,.6,,
"Alberta","Edmonton Mill Woods","48017","Naomi Rankin Communist/Communiste","Edmonton, Alta./ Alb.","Computer programmer/Programmeuse",96,.2,,
"Alberta","Edmonton Riverbend","48018","Matt Jeneroux Conservative/Conservateur","Edmonton, Alta./ Alb.","Public Servant/Fonctionnaire",28805,49.9,     11377,  19.7
"Alberta","Edmonton Riverbend","48018","Tariq Chaudary Liberal/Libéral","Edmonton, Alta./ Alb.","System Analyst (IT)/Analyste de système (TI)",17428,30.2,,
"Alberta","Edmonton Riverbend","48018","Brian Fleck NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Professor/Professeur",9846,17.1,,
"Alberta","Edmonton Riverbend","48018","Valerie Kennedy Green Party/Parti Vert","Edmonton, Alta./ Alb.","Sessional Instructor/Chargée de cours à temps partiel",1275,2.2,,
"Alberta","Edmonton Riverbend","48018","Steven Lack Libertarian/Libertarien","Edmonton, Alta./ Alb.","Student/Étudiant",386,.7,,
"Alberta","Edmonton Strathcona","48019","Linda Duncan ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Parliamentarian/Parlementaire",24446,44,      7051,  12.7
"Alberta","Edmonton Strathcona","48019","Len Thom Conservative/Conservateur","Edmonton, Alta./ Alb.","Lawyer/Avocat",17395,31.3,,
"Alberta","Edmonton Strathcona","48019","Eleanor Olszewski Liberal/Libéral","Edmonton, Alta./ Alb.","Lawyer/Avocate",11524,20.7,,
"Alberta","Edmonton Strathcona","48019","Jacob K. Binnema Green Party/Parti Vert","Edmonton, Alta./ Alb.","Student/Étudiant",1278,2.3,,
"Alberta","Edmonton Strathcona","48019","Malcolm Stinson Libertarian/Libertarien","Edmonton, Alta./ Alb.","Business owner/Propriétaire d'entreprise",311,.6,,
"Alberta","Edmonton Strathcona","48019","Ryan Bromsgrove Pirate/Pirate","Edmonton, Alta./ Alb.","Advertising/Publicité",201,.4,,
"Alberta","Edmonton Strathcona","48019","Donovan Eckstrom Rhinoceros/Rhinocéros","Edmonton, Alta./ Alb.","Warehouse Worker/Travailleur d'entrepôt",133,.2,,
"Alberta","Edmonton Strathcona","48019","Chris Jones Independent/Indépendant","not available/non disponible","Engineer/Ingénieur",116,.2,,
"Alberta","Edmonton Strathcona","48019","Andrew Schurman Independent/Indépendant","Edmonton, Alta./ Alb.","Hospitality management/Gestion de l'hospitalité",107,.2,,
"Alberta","Edmonton Strathcona","48019","Dougal MacDonald Marxist-Leninist/Marxiste-Léniniste","Edmonton, Alta./ Alb.","Instructor/Chargé de cours",93,.2,,
"Alberta","Edmonton West/Edmonton-Ouest","48020","Kelly McCauley Conservative/Conservateur","Edmonton, Alta./ Alb.","Hotel Manager/Gérant d'hôtel",26370,49.3,      7721,  14.4
"Alberta","Edmonton West/Edmonton-Ouest","48020","Karen Leibovici Liberal/Libéral","Edmonton, Alta./ Alb.","Manager/Administratrice",18649,34.9,,
"Alberta","Edmonton West/Edmonton-Ouest","48020","Heather MacKenzie NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Community Organizer/Organisatrice communautaire",6955,13,,
"Alberta","Edmonton West/Edmonton-Ouest","48020","Pamela Leslie Bryan Green Party/Parti Vert","Edmonton, Alta./ Alb.","Business Person/Femme d'affaires",1037,1.9,,
"Alberta","Edmonton West/Edmonton-Ouest","48020","Alexander Dussault Libertarian/Libertarien","Edmonton, Alta./ Alb.","Retail Management/Gestion commerce de détail",341,.6,,
"Alberta","Edmonton West/Edmonton-Ouest","48020","Peggy Morton Marxist-Leninist/Marxiste-Léniniste","Edmonton, Alta./ Alb.","Journalist/Journaliste",105,.2,,
"Alberta","Edmonton--Wetaskiwin","48021","Mike Lake ** Conservative/Conservateur","Edmonton, Alta./ Alb.","Parliamentarian/Parlementaire",44949,65.8,     30289,  44.3
"Alberta","Edmonton--Wetaskiwin","48021","Jacqueline Biollo Liberal/Libéral","Beaumont, Alta./ Alb.","Consultant/Consultante",14660,21.5,,
"Alberta","Edmonton--Wetaskiwin","48021","Fritz K. Bitz NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Wetaskiwin, Alta./ Alb.","Social Worker/Travailleuse sociale",6645,9.7,,
"Alberta","Edmonton--Wetaskiwin","48021","Joy-Ann Hut Green Party/Parti Vert","Leduc, Alta./ Alb.","Owner / Operator/Propriétaire / exploitante",1595,2.3,,
"Alberta","Edmonton--Wetaskiwin","48021","Brayden Whitlock Libertarian/Libertarien","Edmonton, Alta./ Alb.","Student/Étudiant",495,.7,,
"Alberta","Foothills","48022","John Barlow ** Conservative/Conservateur","Okotoks, Alta./ Alb.","Parliamentarian/Parlementaire",46166,75.7,     38017,  62.3
"Alberta","Foothills","48022","Tanya MacPherson Liberal/Libéral","Calgary, Alta./ Alb.","Unlicenced associate broker/Courtier associée non immatriculé",8149,13.4,,
"Alberta","Foothills","48022","Alison Thompson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Calgary, Alta./ Alb.","Engineer/Ingénieure ",3919,6.4,,
"Alberta","Foothills","48022","Romy S. Tittel Green Party/Parti Vert","Calgary, Alta./ Alb.","VP Finance/Vice-président aux finances",1983,3.3,,
"Alberta","Foothills","48022","Cory Morgan Libertarian/Libertarien","Priddis, Alta./ Alb.","Restaurant Owner/Propriétaire de restaurant",424,.7,,
"Alberta","Foothills","48022","Marc Slingerland Christian Heritage Party/Parti de l'Héritage Chrétien","Lethbridge, Alta./ Alb.","Teacher/Enseignant ",345,.6,,
"Alberta","Fort McMurray--Cold Lake","48023","David Yurdiga ** Conservative/Conservateur","Fort McMurray, Alta./ Alb.","Parliamentarian/Parlementaire",28625,60.6,     15222,  32.2
"Alberta","Fort McMurray--Cold Lake","48023","Kyle Harrietha Liberal/Libéral","Fort McMurray, Alta./ Alb.","Administrator/Administrateur",13403,28.4,,
"Alberta","Fort McMurray--Cold Lake","48023","Melody Lepine NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Fort McMurray, Alta./ Alb.","Director/Directeur",3663,7.7,,
"Alberta","Fort McMurray--Cold Lake","48023","Brian Deheer Green Party/Parti Vert","Lac la Biche, Alta./ Alb.","Music Instructor/Professeur de musique",743,1.6,,
"Alberta","Fort McMurray--Cold Lake","48023","Scott Berry Libertarian/Libertarien","Fort McMurray, Alta./ Alb.","Asphalt Lab Technician/Technicien de laboratoire de bitume",552,1.2,,
"Alberta","Fort McMurray--Cold Lake","48023","Roelof Janssen Christian Heritage Party/Parti de l'Héritage Chrétien","Barrhead County No. 11, Alta./ Alb.","Book Publisher/Editeur de livres",280,.6,,
"Alberta","Grande Prairie--Mackenzie","48024","Chris Warkentin ** Conservative/Conservateur","Grande Prairie, Alta./ Alb.","Parliamentarian/Parlementaire",38895,72.9,     31076,  58.3
"Alberta","Grande Prairie--Mackenzie","48024","Reagan Johnston Liberal/Libéral","Grande Prairie, Alta./ Alb.","Automotive Sales Representative/Représentant des ventes d'automobiles",7819,14.7,,
"Alberta","Grande Prairie--Mackenzie","48024","Saba Mossagizi NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Edmonton, Alta./ Alb.","Union Organizer/Organisatrice syndicale",4343,8.1,,
"Alberta","Grande Prairie--Mackenzie","48024","James David Friesen Green Party/Parti Vert","Grovedale, Alta./ Alb.","Cleaner/Concierge",1673,3.1,,
"Alberta","Grande Prairie--Mackenzie","48024","Dylan Thompson Libertarian/Libertarien","Grande Prairie, Alta./ Alb.","Retail/Commerce de détail",613,1.1,,
"Alberta","Lakeland","48025","Shannon Stubbs Conservative/Conservateur","Two Hills, Alta./ Alb.","Consultant/Consultant",39882,72.8,     32382,  59.1
"Alberta","Lakeland","48025","Garry Parenteau Liberal/Libéral","Fishing Lake Metis Settlement, Alta./ Alb.","Director Oil & Gas, Fishing Lake Metis/Directeur, huite et gaz, Fishing Lake Metis ",7500,13.7,,
"Alberta","Lakeland","48025","Duane Zaraska NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Elk Point, Alta./ Alb.","Vice President Region II of the Metis Nation of AB/Vice-président région II, de la Métis Nation of AB",5513,10.1,,
"Alberta","Lakeland","48025","Danielle Montgomery Green Party/Parti Vert","Rochester, Alta./ Alb.","Farm Manager/Gestionnaire de ferme",1283,2.3,,
"Alberta","Lakeland","48025","Robert George McFadzean Libertarian/Libertarien","Vermilion, Alta./ Alb.","Retired/Retraité",601,1.1,,
"Alberta","Lethbridge","48026","Rachael Harder Conservative/Conservateur","Lethbridge, Alta./ Alb.","Consultant/Consultante",32321,56.8,     20647,  36.3
"Alberta","Lethbridge","48026","Cheryl Meheden NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Lethbridge, Alta./ Alb.","Professor/Professeure",11674,20.5,,
"Alberta","Lethbridge","48026","Mike Pyne Liberal/Libéral","Lethbridge, Alta./ Alb.","Safety, Compliance & HR Officer/Agent de sécurité, conformite et RH",10532,18.5,,
"Alberta","Lethbridge","48026","Kas MacMillan Green Party/Parti Vert","Coalhurst, Alta./ Alb.","Student/Étudiant",1461,2.6,,
"Alberta","Lethbridge","48026","Geoffrey Capp Christian Heritage Party/Parti de l'Héritage Chrétien","Lethbridge, Alta./ Alb.","Office Administrator/Administrateur de bureau",746,1.3,,
"Alberta","Lethbridge","48026","Solly Krygier-Paine Rhinoceros/Rhinocéros","Lethbridge, Alta./ Alb.","Student/Étudiant",209,.4,,
"Alberta","Medicine Hat--Cardston--Warner","48027","Jim Hillyer ** Conservative/Conservateur","Raymond, Alta./ Alb.","Parliamentarian/Parlementaire",34849,68.8,     25764,  50.9
"Alberta","Medicine Hat--Cardston--Warner","48027","Glen Allan Liberal/Libéral","Medicine Hat, Alta./ Alb.","College Instructor/Formateur au niveau collégial",9085,17.9,,
"Alberta","Medicine Hat--Cardston--Warner","48027","Erin Weir NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Raymond, Alta./ Alb.","Registered Nurse/Infirmière autorisée",4897,9.7,,
"Alberta","Medicine Hat--Cardston--Warner","48027","Brent Smith Green Party/Parti Vert","Medicine Hat, Alta./ Alb.","College Instructor/Formateur au niveau collégial",1319,2.6,,
"Alberta","Medicine Hat--Cardston--Warner","48027","John Clayton Turner Independent/Indépendant","Munson, Alta./ Alb.","Travel Consultant/Conseiller en voyages",500,1,,
"Alberta","Peace River--Westlock","48028","Arnold Viersen Conservative/Conservateur","Barrhead, Alta./ Alb.","Automotive Service Technician/Travailleur de l‘automobile",34342,69.4,     27215,  55.0
"Alberta","Peace River--Westlock","48028","Cameron Alexis NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Lake Isle, Alta./ Alb.","Semi-retired / Consultant/Semi-retraité / consultant ",7127,14.4,,
"Alberta","Peace River--Westlock","48028","Chris Brown Liberal/Libéral","Faust, Alta./ Alb.","Communications/Communications",6360,12.8,,
"Alberta","Peace River--Westlock","48028","Sabrina Lee Levac Green Party/Parti Vert","Calgary, Alta./ Alb.","Nurse/Infirmière",1247,2.5,,
"Alberta","Peace River--Westlock","48028","Jeremy Sergeew Libertarian/Libertarien","Whitecourt, Alta./ Alb.","Manager/Gérant",443,.9,,
"Alberta","Red Deer--Lacombe","48030","Blaine Calkins ** Conservative/Conservateur","Lacombe, Alta./ Alb.","Parliamentarian/Parlementaire",43599,70.7,     34364,  55.7
"Alberta","Red Deer--Lacombe","48030","Jeff Rock Liberal/Libéral","Red Deer, Alta./ Alb.","United Church Minister/Ministre de l'Église Unie",9235,15,,
"Alberta","Red Deer--Lacombe","48030","Doug Hart NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Ponoka, Alta./ Alb.","Registered Nurse/Infirmier autorisé",7055,11.4,,
"Alberta","Red Deer--Lacombe","48030","Les Kuzyk Green Party/Parti Vert","Calgary, Alta./ Alb.","Planning Analyst/Analyste de la planification",1773,2.9,,
"Alberta","Red Deer--Mountain View","48029","Earl Dreeshen ** Conservative/Conservateur","Red Deer County, Alta./ Alb.","Parliamentarian/Parlementaire",46245,74.3,     37889,  60.9
"Alberta","Red Deer--Mountain View","48029","Chandra Lescia Kastern Liberal/Libéral","Red Deer, Alta./ Alb.","Massage Therapist/Administrator/Massothérapeute/Administratice",8356,13.4,,
"Alberta","Red Deer--Mountain View","48029","Paul Harris NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Red Deer, Alta./ Alb.","Business Owner/Propriétaire d'entreprise",5233,8.4,,
"Alberta","Red Deer--Mountain View","48029","Simon Oleny Green Party/Parti Vert","St. Albert, Alta./ Alb.","Coordinator/Administrator/Coordinateur/administrateur",1621,2.6,,
"Alberta","Red Deer--Mountain View","48029","James Walper Libertarian/Libertarien","Red Deer, Alta./ Alb.","Oilfield Worker/Travailleur de champs pétrolifères",445,.7,,
"Alberta","Red Deer--Mountain View","48029","Scott Milne Pirate/Pirate","Didsbury, Alta./ Alb.","Student/Étudiant",312,.5,,
"Alberta","St. Albert--Edmonton","48031","Michael Cooper Conservative/Conservateur","St. Albert, Alta./ Alb.","Lawyer/Avocat",26783,45.2,     13440,  22.7
"Alberta","St. Albert--Edmonton","48031","Beatrice Ghettuba Liberal/Libéral","Edmonton, Alta./ Alb.","Chartered Professional Accountant/Comptable professionnel agréée",13343,22.5,,
"Alberta","St. Albert--Edmonton","48031","Brent Rathgeber ** Independent/Indépendant","Edmonton, Alta./ Alb.","Parliamentarian/Parlementaire",11652,19.7,,
"Alberta","St. Albert--Edmonton","48031","Darlene Malayko NDP-New Democratic Party/NPD-Nouveau Parti démocratique","St. Albert, Alta./ Alb.","Transit Operator/Opératrice de véhicule de transport en commun",6609,11.2,,
"Alberta","St. Albert--Edmonton","48031","Andrea Oldham Green Party/Parti Vert","Three Hills, Alta./ Alb.","Organizer/Organisatrice",821,1.4,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Garnett Genuis Conservative/Conservateur","Sherwood Park, Alta./ Alb.","Self-Employed / Consulting/Travailleur indépendent / Consultant",42642,63.9,     29027,  43.5
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Rod Frank Liberal/Libéral","Sherwood Park, Alta./ Alb.","Lawyer/Avocat",13615,20.4,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Joanne Cave NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Sherwood Park, Alta./ Alb.","Public Servant/Fonctionnaire",6540,9.8,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Brandie Harrop Green Party/Parti Vert","Sherwood Park, Alta./ Alb.","Homemaker / Activist/Maître de maison / Activiste",1648,2.5,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","James Ford Independent/Indépendant","Sherwood Park, Alta./ Alb.","Editor, Publisher/Rédacteur, editeur",1563,2.3,,
"Alberta","Sherwood Park--Fort Saskatchewan","48032","Stephen C. Burry Libertarian/Libertarien","Sherwood Park, Alta./ Alb.","Project Lead - Management/Chef de projet - Gestion",678,1,,
"Alberta","Sturgeon River--Parkland","48033","Rona Ambrose ** Conservative/Conservateur","Spruce Grove, Alta./ Alb.","Parliamentarian/Parlementaire",43220,70.2,     33634,  54.7
"Alberta","Sturgeon River--Parkland","48033","Travis Dueck Liberal/Libéral","Edmonton, Alta./ Alb.","Student/Étudiant",9586,15.6,,
"Alberta","Sturgeon River--Parkland","48033","Guy Desforges NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Spruce Grove, Alta./ Alb.","Factory Worker/Ouvrier d'usine",6166,10,,
"Alberta","Sturgeon River--Parkland","48033","Brendon Greene Green Party/Parti Vert","Spruce Grove, Alta./ Alb.","Music Teacher/Professeur de musique",1875,3,,
"Alberta","Sturgeon River--Parkland","48033","Ernest Chauvet Christian Heritage Party/Parti de l'Héritage Chrétien","Sturgeon County, Alta./ Alb.","Self-employed/Travailleur indépendant",690,1.1,,
"Alberta","Yellowhead","48034","Jim Eglinski ** Conservative/Conservateur","Yellowhead County, Alta./ Alb.","Parliamentarian/Parlementaire",37950,72.3,     30483,  58.0
"Alberta","Yellowhead","48034","Ryan Maguhn Liberal/Libéral","Hinton, Alta./ Alb.","Teacher/Town Councillor/Enseignant/Conseiller municipal",7467,14.2,,
"Alberta","Yellowhead","48034","Ken Kuzminski NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Jasper, Alta./ Alb.","Carpenter/Charpentier",4753,9,,
"Alberta","Yellowhead","48034","Sandra Wolf Lange Green Party/Parti Vert","Edmonton, Alta./ Alb.","Designer/Conceptrice",1538,2.9,,
"Alberta","Yellowhead","48034","Cory Lystang Libertarian/Libertarien","Mayerthorpe, Alta./ Alb.","Pressure Truck Operator/Opérateur de camion à pression",817,1.6,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","Ed Fast ** Conservative/Conservateur","Abbotsford, B.C./ C.-B.","Parliamentarian/Parlementaire",23229,48.3,      7452,  15.5
"British Columbia/Colombie-Britannique","Abbotsford","59001","Peter Njenga Liberal/Libéral","Surrey, B.C./ C.-B.","Accountant/Comptable",15777,32.8,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","Jen Martel NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Abbotsford, B.C./ C.-B.","Professional Lifeguard and First Aid Instructor/Surveillante-Sauvetrice / Animateur",6593,13.7,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","Stephen Fowler Green Party/Parti Vert","Abbotsford, B.C./ C.-B.","High School Teacher/Enseignant au niveau secondaire",2416,5,,
"British Columbia/Colombie-Britannique","Abbotsford","59001","David MacKay Marxist-Leninist/Marxiste-Léniniste","Vancouver, B.C./ C.-B.","Retired Postal Worker/Employé des postes retraité ",109,.2,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Terry Beech Liberal/Libéral","Burnaby, B.C./ C.-B.","Entrepreneur / Adjunct Professor/Entrepreneur / Professeur auxiliaire",18938,36.1,      3401,   6.5
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Carol Baird Ellan NDP-New Democratic Party/NPD-Nouveau Parti démocratique","North Vancouver, B.C./ C.-B.","Lawyer, Retired/Avocate, Retraitée",15537,29.6,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Mike Little Conservative/Conservateur","North Vancouver, B.C./ C.-B.","Businessman/Homme d'affaires",14612,27.8,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Lynne Quarmby Green Party/Parti Vert","Burnaby, B.C./ C.-B.","University Professor/Professeure d'université",2765,5.3,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Chris Tylor Libertarian/Libertarien","Burnaby, B.C./ C.-B.","Electrical Technologist/Technologue en électricité",252,.5,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Helen Hee Soon Chang Independent/Indépendant","New Westminster, B.C./ C.-B.","Researcher/Chercheuse",207,.4,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Brent Jantzen Communist/Communiste","Burnaby, B.C./ C.-B.","Longshore Worker/Débardeur",126,.2,,
"British Columbia/Colombie-Britannique","Burnaby North--Seymour/Burnaby-Nord--Seymour","59002","Brian Sproule Marxist-Leninist/Marxiste-Léniniste","Port Moody, B.C./ C.-B.","Retired health care worker/Retraité travailleur de la santé",43,.1,,
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Kennedy Stewart ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Burnaby, B.C./ C.-B.","Parliamentarian/Parlementaire",16094,35.1,       547,   1.2
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Adam Pankratz Liberal/Libéral","Burnaby, B.C./ C.-B.","Banker/Banquier",15547,33.9,,
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Grace Seear Conservative/Conservateur","Burnaby, B.C./ C.-B.","Political Staff/Personnel ministériel",12441,27.1,,
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Wyatt Tessari Green Party/Parti Vert","Burnaby, B.C./ C.-B.","Engineer/Ingénieur",1306,2.8,,
"British Columbia/Colombie-Britannique","Burnaby South/Burnaby-Sud","59003","Liz Jaluague Libertarian/Libertarien","Burnaby, B.C./ C.-B.","Student/Étudiante",499,1.1,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Todd Doherty Conservative/Conservateur","Prince George, B.C./ C.-B.","Aviation Consultant/consultant en aéronautique",19688,36.6,      2767,   5.1
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Tracy Calogheros Liberal/Libéral","Prince George, B.C./ C.-B.","Chief Executive Officer/Directrice générale",16921,31.5,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Trent Derrick NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Prince George, B.C./ C.-B.","Business Owner/Propriétaire d'entreprise",13879,25.8,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Richard Edward Jaques Green Party/Parti Vert","Vancouver, B.C./ C.-B.","Instructor/Animateur",1860,3.5,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Sheldon Clare Independent/Indépendant","Prince George, B.C./ C.-B.","College Instructor/Formateur au niveau collégial",657,1.2,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Gordon Campbell No Affiliation/Aucune appartenance","Williams Lake, B.C./ C.-B.","Retired/Retraité",402,.7,,
"British Columbia/Colombie-Britannique","Cariboo--Prince George","59004","Adam De Kroon Christian Heritage Party/Parti de l'Héritage Chrétien","Quesnel, B.C./ C.-B.","Mill Hand/Ouvrier au boyeur",327,.6,,
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola","59005","Dan Albas ** Conservative/Conservateur","West Kelowna, B.C./ C.-B.","Parliamentarian/Parlementaire",24517,39.6,      1458,   2.4
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola","59005","Karley Scott Liberal/Libéral","West Kelowna, B.C./ C.-B.","Lawyer/Avocate",23059,37.2,,
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola","59005","Angelique Wood NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Hedley, B.C./ C.-B.","Coordinator Okanagan-Similkameen HLC/Coordinatrice Okanagan-Similkameen HLC",11961,19.3,,
"British Columbia/Colombie-Britannique","Central Okanagan--Similkameen--Nicola","59005","Robert Mellalieu Green Party/Parti Vert","West Kelowna, B.C./ C.-B.","Computer Technician/Technicien en informatique",2436,3.9,,
"British Columbia/Colombie-Britannique","Chilliwack--Hope","59006","Mark Strahl ** Conservative/Conservateur","Chilliwack, B.C./ C.-B.","Parliamentarian/Parlementaire",21445,42.3,      4331,   8.5
"British Columbia/Colombie-Britannique","Chilliwack--Hope","59006","Louis De Jaeger Liberal/Libéral","Chilliwack, B.C./ C.-B.","Self-employed/Restaurant owner/Travailleur indépendant/Propriétaire de restaurant",17114,33.8,,
"British Columbia/Colombie-Britannique","Chilliwack--Hope","59006","Seonaigh MacPherson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Chilliwack, B.C./ C.-B.","Professor/Professeure",9218,18.2,,
"British Columbia/Colombie-Britannique","Chilliwack--Hope","59006","Thomas Cheney Green Party/Parti Vert","Chilliwack, B.C./ C.-B.","Customer Service Representative/Représentant des services à clientèle",2386,4.7,,
"British Columbia/Colombie-Britannique","Chilliwack--Hope","59006","Alexander Johnson Libertarian/Libertarien","Chilliwack, B.C./ C.-B.","Artist/Artiste",416,.8,,
